placekey,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,normalized_visits_by_state_scaling,date_range_start,date_range_end,median_dwell,bucketed_dwell_times
zzw-223@62j-sjs-3yv,33.0,33.0,"[4, 3, 5, 3, 4, 10, 4]","[3,3,1,1,0,0,0,0,3,7,13,5,0,0,1,1,0,1,0,0,0,1,0,2]",250173546004,"{""250173544001"":8,""250173542003"":7,""250173701024"":4,""250173563004"":4,""250173411013"":4,""250173641022"":4,""250173571002"":4,""330039560004"":4}","{""250173549003"":5,""250173701024"":4,""250173571003"":4,""250173571002"":4,""250173549002"":4,""250173542003"":4,""250173507006"":4}",3410.0,736.1378446682997,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,8.0,"{""<5"":1,""5-10"":25,""11-20"":5,""21-60"":0,""61-120"":1,""121-240"":1,"">240"":0}"
234-222@62j-sk2-xdv,15.0,11.0,"[0, 2, 2, 1, 1, 4, 5]","[1,1,1,2,2,1,2,4,6,6,3,3,3,1,0,1,2,2,0,2,1,0,1,1]",250173547001,"{""250259815021"":4}","{""250259815021"":5,""250277094001"":4}",3397.0,334.6081112128636,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,46.0,"{""<5"":0,""5-10"":2,""11-20"":3,""21-60"":4,""61-120"":1,""121-240"":3,"">240"":2}"
22d-222@62j-sj9-7qz,408.0,335.0,"[43, 33, 14, 28, 77, 8, 5]","[51,34,33,33,33,33,33,33,32,28,24,24,37,54,58,62,64,58,85,87,98,115,103,72]",250173501031,"{""250173419025"":7,""250173528002"":7,""250173531021"":7,""250173335021"":6,""250277491004"":6,""440070028001"":5,""250250917001"":5,""250173418001"":4,""250173515002"":4,""250251606021"":4,""250173523001"":4,""250173418005"":4,""250251011012"":4,""250173514042"":4,""060372770003"":4,""250277317002"":4,""250251703006"":4,""250251706013"":4,""250235062021"":4,""250173417003"":4,""120570067003"":4,""250173392004"":4,""250173411013"":4,""250173424004"":4,""250173412005"":4,""250173506001"":4,""250173538002"":4,""250173418004"":4,""250251704004"":4,""250173391001"":4,""551332045025"":4,""250250804011"":4,""250173703003"":4,""250277105003"":4,""440070151003"":4,""250092084004"":4,""250173393003"":4,""250214171003"":4,""250173422012"":4,""250173419021"":4,""250173512032"":4,""250173501041"":4,""250092544023"":4,""250173502005"":4,""250173419012"":4,""250173422011"":4,""250250815002"":4,""250092081013"":4,""484391054043"":4,""250199502002"":4,""130510111081"":4,""250173424003"":4,""250173362005"":4,""250173398021"":4,""500239555005"":4,""250173361002"":4,""250092105003"":4,""250173119001"":4,""250250813002"":4,""250251606022"":4,""250092070002"":4,""250173397004"":4,""250250403002"":4,""250173424001"":4}","{""250251104012"":6,""250158207001"":5,""250277092014"":5,""551332045023"":5,""250250506001"":5,""250173567023"":4,""250173514042"":4,""250173399003"":4,""250251606021"":4,""250173344003"":4,""250251803014"":4,""250173506004"":4,""250173398013"":4,""330110109002"":4,""250250502004"":4,""250173391001"":4,""011170303031"":4,""250173417001"":4,""250250301002"":4,""250173511005"":4,""250092070002"":4,""250173163004"":4,""250251204005"":4,""250173423003"":4,""250214180043"":4,""250250702001"":4,""250173364024"":4,""250173381001"":4,""250173672003"":4,""250173524002"":4,""250173531021"":4,""250173335021"":4,""330151061013"":4,""250214561022"":4,""250173425002"":4,""230310061014"":4,""250173419025"":4,""250235422001"":4,""250250702003"":4,""250214133001"":4,""250173507001"":4,""250173411013"":4,""250250813002"":4,""250251702003"":4,""250250810011"":4,""250173510004"":4,""250214181011"":4,""250056405001"":4,""250251606022"":4,""250173424001"":4,""250092084004"":4,""250173512032"":4,""250173422012"":4,""250173398012"":4,""250251708004"":4,""360850070004"":4,""510131034025"":4,""250173418001"":4,""271230376023"":4,""250251707024"":4,""130510111081"":4,""250173419021"":4,""250173414001"":4,""250173521012"":4,""250173662021"":4,""250173528002"":4,""250250901003"":4,""250250104042"":4,""250173573001"":4,""250251805001"":4,""250173392004"":4,""130890212162"":4,""250092064004"":4,""250173424003"":4,""250251606025"":4,""250173546001"":4,""250250821003"":4}",6723.0,9101.340624989887,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,82.0,"{""<5"":3,""5-10"":21,""11-20"":31,""21-60"":93,""61-120"":151,""121-240"":67,"">240"":42}"
222-222@62j-sk3-2c5,86.0,54.0,"[8, 12, 9, 18, 14, 15, 10]","[3,2,2,2,2,2,2,11,9,4,4,2,7,12,9,11,8,13,15,9,16,16,5,3]",250173540001,"{""120570072002"":6,""250173747001"":4,""250092045002"":4,""060750167001"":4,""250173834001"":4,""250214212002"":4,""250173536005"":4,""250173543002"":4,""250173392001"":4,""180973208001"":4,""250173578002"":4,""250173536003"":4,""010810409023"":4,""440050417011"":4}","{""250173546003"":5,""250173398014"":4,""250173173022"":4,""250250917001"":4,""250092521013"":4,""250056406001"":4,""440090508021"":4,""250173536005"":4,""470370167004"":4,""250173530004"":4}",12847.0,1918.4198376204174,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,21.0,"{""<5"":2,""5-10"":26,""11-20"":13,""21-60"":22,""61-120"":13,""121-240"":5,"">240"":5}"
224-222@62j-sj9-7bk,173.0,137.0,"[15, 15, 12, 12, 42, 54, 23]","[5,4,4,4,4,4,6,9,8,11,16,15,21,35,27,34,35,34,36,33,23,24,15,9]",250173501031,"{""390930222001"":6,""250235232021"":4,""250250817004"":4,""250250203011"":4,""540490217002"":4,""090012002001"":4,""250251606021"":4,""330150035001"":4,""250235107004"":4,""250250004022"":4,""180731010001"":4,""250173398011"":4,""250173393003"":4,""060650432393"":4,""250251801013"":4,""250173682001"":4,""230050048032"":4,""250173351002"":4,""250250923001"":4,""180430711031"":4,""250173364013"":4,""390930230003"":4,""250173523002"":4,""440030219031"":4,""420930503001"":4,""250214151021"":4}","{""250173398011"":5,""250173411011"":4,""250010138001"":4,""250173334005"":4,""250250103002"":4,""330110102001"":4,""330019660003"":4,""130670302221"":4,""250250203011"":4,""250173736001"":4,""250173413002"":4,""250250005023"":4,""250173221003"":4,""250250502002"":4,""250092084004"":4,""250173501031"":4,""250251801013"":4,""250251602002"":4,""250173414001"":4,""261390219011"":4,""131171303032"":4,""330150670002"":4,""250173391004"":4,""250214177014"":4}",12962.0,3859.1468826550263,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,49.0,"{""<5"":2,""5-10"":23,""11-20"":21,""21-60"":60,""61-120"":38,""121-240"":17,"">240"":12}"
zzw-224@62j-sj2-p35,143.0,120.0,"[12, 7, 14, 20, 26, 32, 32]","[1,0,0,0,1,0,2,4,12,18,22,22,22,19,12,22,34,28,21,13,9,3,0,1]",250173530002,"{""360810214002"":6,""250250105001"":5,""250173537005"":4,""250173395003"":4,""250250103002"":4,""250173531022"":4,""250173539001"":4,""250250813002"":4,""250173526001"":4,""250173530004"":4,""250173538002"":4,""250173531023"":4,""250251303003"":4,""250173574002"":4,""250250101033"":4,""250173529001"":4,""250173537003"":4,""250173689011"":4,""090118703003"":4,""250214044005"":4,""482014516022"":4,""250250809003"":4,""250250104041"":4,""250250008023"":4}","{""250277095011"":10,""261251562001"":7,""250173530002"":7,""250173531021"":4,""250173689011"":4,""250250805002"":4,""250173530003"":4,""250250203012"":4,""250250101031"":4,""250173531012"":4,""250173539001"":4,""250214011001"":4,""060591106054"":4,""250173510004"":4,""360810214002"":4,""250250501012"":4,""250251602001"":4,""250173531023"":4,""250173536005"":4,""250250105001"":4,""250173531011"":4}",3541.0,3189.9306602292986,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,45.0,"{""<5"":0,""5-10"":1,""11-20"":11,""21-60"":84,""61-120"":43,""121-240"":4,"">240"":0}"
224-222@62j-sjr-z75,17.0,8.0,"[3, 2, 3, 2, 3, 3, 1]","[3,2,2,2,2,2,2,2,4,4,3,2,2,3,3,6,3,1,1,1,3,3,3,3]",250173546003,"{""250173412005"":4,""360010142024"":4}","{""360010142024"":4}",5576.0,379.2225260412454,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,7.0,"{""<5"":1,""5-10"":12,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":4}"
26h-222@62j-sj2-xbk,29.0,19.0,"[3, 4, 2, 5, 4, 7, 4]","[0,0,1,2,2,2,1,3,4,3,5,4,6,5,3,3,4,4,1,2,4,2,2,1]",250173522001,"{""250173528002"":4}","{""250092172013"":4,""250173526001"":4,""250173501032"":4,""170898501032"":4,""250214051001"":4,""250251403006"":4}",11630.0,646.9090150115362,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,38.0,"{""<5"":0,""5-10"":6,""11-20"":5,""21-60"":9,""61-120"":4,""121-240"":3,"">240"":2}"
zzw-222@62j-sj2-y35,251.0,60.0,"[47, 51, 54, 47, 46, 5, 1]","[1,1,1,1,1,11,70,106,119,122,128,129,123,120,113,78,52,20,5,1,2,1,2,2]",250173515001,"{""330199757001"":6,""250173001002"":4,""250173526002"":4,""440030202003"":4,""250173171021"":4,""440070126011"":4,""250250004022"":4,""371010410013"":4,""330110109001"":4,""250214561022"":4,""250277521001"":4,""330110006001"":4,""330151021003"":4,""090034175003"":4,""250214198003"":4,""330112002001"":4}","{""250173399001"":5,""250235081012"":4,""250214091022"":4,""250173165004"":4,""250056171013"":4,""250251804001"":4,""250173425001"":4,""250173514034"":4,""250173171021"":4,""330130442002"":4,""250173515001"":4,""330110121002"":4,""250214021024"":4,""250214091021"":4,""250056321003"":4,""440070126011"":4}",38582.0,5599.109060961917,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,131.0,"{""<5"":0,""5-10"":30,""11-20"":23,""21-60"":35,""61-120"":34,""121-240"":24,"">240"":105}"
zzz-222@62j-sj2-5cq,292.0,137.0,"[43, 33, 38, 53, 72, 31, 22]","[7,6,5,6,7,7,27,67,75,76,68,39,30,26,30,40,34,33,26,18,20,19,22,16]",250173530002,"{""250173524002"":6,""250173418006"":5,""250214176013"":5,""250173672001"":4,""250173530003"":4,""250173550003"":4,""250173162023"":4,""250173530002"":4,""250173613003"":4,""250214112001"":4,""250173251002"":4,""250173685003"":4,""250173736001"":4,""250173527002"":4,""250173531012"":4,""250173549002"":4,""250173547001"":4,""250173395001"":4,""250173423003"":4,""250251011013"":4,""250173530004"":4,""500259673001"":4,""360610175002"":4,""250251203011"":4,""250173577004"":4,""250173417003"":4,""250259817001"":4,""250092106001"":4,""250173163001"":4}","{""250173425002"":6,""250173531012"":6,""250173512034"":5,""250173510001"":5,""250173501042"":4,""250173507004"":4,""250173550001"":4,""250250911002"":4,""250173521011"":4,""250173524002"":4,""250235109003"":4,""250173530003"":4,""250214112001"":4,""250173531022"":4,""250277105001"":4,""250251604001"":4,""250250603013"":4,""250173363003"":4,""250173547001"":4,""250173423003"":4,""250173530002"":4,""250092055002"":4,""250214176013"":4,""250250811003"":4,""250173251005"":4,""250173501044"":4,""250173395001"":4}",5891.0,6513.704564943742,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,41.0,"{""<5"":6,""5-10"":63,""11-20"":37,""21-60"":66,""61-120"":52,""121-240"":53,"">240"":15}"
22q-222@62j-sjs-zs5,14.0,12.0,"[3, 3, 0, 2, 3, 1, 2]","[0,0,0,0,0,0,0,0,0,2,5,5,5,4,1,0,0,1,2,2,0,0,0,0]",250173544002,"{""110010095081"":4,""250214563021"":4,""250173543002"":4}","{""250235202012"":4}",6005.0,312.30090379867266,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,40.5,"{""<5"":0,""5-10"":2,""11-20"":2,""21-60"":6,""61-120"":2,""121-240"":2,"">240"":0}"
zzw-223@62j-sjv-8sq,13.0,10.0,"[1, 2, 0, 2, 1, 0, 7]","[2,3,1,1,1,1,1,1,1,0,1,4,5,2,3,2,4,4,3,1,3,3,1,1]",250173539001,"{""250173574002"":4,""250173578002"":4}",{},4635.0,289.9936963844817,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,101.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":1,""61-120"":7,""121-240"":2,"">240"":2}"
zzz-222@62j-sjy-zxq,45.0,16.0,"[4, 7, 10, 9, 11, 2, 2]","[2,2,3,3,3,3,4,4,4,4,3,3,5,6,9,16,17,24,22,12,1,0,2,2]",250173507002,"{""250092101002"":4,""250173506001"":4,""250173509001"":4}","{""250173507004"":4,""240276051032"":4}",653.0,1003.8243336385907,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,63.0,"{""<5"":1,""5-10"":7,""11-20"":4,""21-60"":9,""61-120"":7,""121-240"":12,"">240"":5}"
228-222@62j-sj8-kpv,3.0,3.0,"[0, 1, 1, 1, 0, 0, 0]","[0,0,0,0,1,1,1,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0]",250173501041,{},"{""330112001001"":4,""250173426003"":4}",,66.92162224257271,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,64.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":1}"
23c-222@62j-sj2-mkz,40.0,25.0,"[4, 6, 8, 11, 5, 5, 1]","[0,0,0,0,0,0,0,0,7,12,14,11,11,15,11,16,10,7,5,2,2,0,0,0]",250173537002,"{""250173401006"":4,""250173521022"":4,""250173528002"":4,""250173165003"":4,""250173702023"":4}","{""250173524002"":7,""250173537002"":4,""250173527001"":4,""250173521022"":4}",6495.0,892.2882965676359,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,22.0,"{""<5"":0,""5-10"":11,""11-20"":5,""21-60"":11,""61-120"":3,""121-240"":2,"">240"":8}"
22d-222@62j-sjr-zcq,192.0,136.0,"[23, 28, 27, 16, 30, 39, 29]","[2,1,1,1,4,8,11,36,21,28,32,29,18,20,14,12,13,7,5,3,3,1,2,3]",250173546004,"{""250173591004"":9,""250092531004"":6,""250173546004"":5,""250173422012"":5,""250235423004"":4,""250173689012"":4,""250250006013"":4,""250173419025"":4,""250173537005"":4,""250173546001"":4,""250173539001"":4,""250173546003"":4,""250173241022"":4,""250056131004"":4,""250173563001"":4,""250173543003"":4,""360810549001"":4,""250277011004"":4,""250173528002"":4,""250214081022"":4,""250214203024"":4,""440070107012"":4,""250173542002"":4,""250251402021"":4,""250250001001"":4,""250173549002"":4,""250173543002"":4,""330110103012"":4,""250251706011"":4,""250173702012"":4,""250277106004"":4,""250277106003"":4}","{""250173549003"":7,""250173546004"":5,""250173574003"":4,""250092051001"":4,""330151074002"":4,""250259815011"":4,""250173541003"":4,""250214562002"":4,""250173413002"":4,""250277401012"":4,""250092531004"":4,""250277424012"":4,""250173543002"":4,""250173566021"":4,""250277022001"":4,""250250001001"":4,""330150550011"":4,""250250008024"":4,""250214179011"":4}",6783.0,4282.9838235246525,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,7.0,"{""<5"":9,""5-10"":146,""11-20"":16,""21-60"":9,""61-120"":3,""121-240"":2,"">240"":7}"
24d-222@62j-sj2-s5z,270.0,211.0,"[5, 20, 43, 55, 41, 67, 39]","[62,30,5,2,2,1,1,2,12,18,22,21,22,23,24,23,25,18,26,28,120,152,151,107]",250173531011,"{""250250101041"":7,""250250104042"":5,""250056002033"":4,""090159031001"":4,""250173536005"":4,""250214024003"":4,""361031458071"":4,""230050040022"":4,""250250806011"":4,""250235612001"":4,""250277312021"":4,""330110023001"":4,""440070029002"":4,""250138129031"":4,""360610225005"":4,""250235114004"":4,""090053492002"":4,""250214121003"":4,""250092059003"":4,""201730098021"":4,""250173736001"":4,""482014545021"":4,""250214176014"":4,""360050215022"":4,""250250917001"":4,""250251804002"":4,""250173223002"":4,""440050403032"":4,""250277309021"":4,""361031587091"":4,""250173661004"":4,""250235041011"":4,""250250008022"":4,""250250101042"":4,""250173748002"":4,""250250105001"":4,""250250603011"":4,""250235011011"":4,""440070120004"":4,""250250202003"":4,""250250004011"":4,""440070130022"":4,""250173301002"":4,""250250104043"":4,""250173541003"":4,""250250701014"":4}","{""090053492002"":9,""440070029002"":6,""250250104042"":6,""250277302002"":5,""250173736001"":5,""250138129031"":5,""090034975003"":4,""481130165191"":4,""250250101031"":4,""250250106001"":4,""440070024001"":4,""250173412005"":4,""150090307093"":4,""250250806011"":4,""250173573002"":4,""250250701012"":4,""517600701003"":4,""250250008021"":4,""250092514004"":4,""250250104041"":4,""250250104051"":4,""250214203025"":4,""440070114012"":4,""250250105001"":4,""090116963001"":4,""250277331021"":4,""250173822003"":4,""250250909012"":4,""250250702003"":4,""250173735004"":4,""250173748002"":4,""250250101043"":4,""250214035001"":4,""250092081021"":4,""250092541001"":4,""250250202003"":4,""250250008022"":4,""250173839021"":4,""250250104032"":4,""250250603011"":4,""250173223002"":4,""250250004011"":4,""250235114004"":4,""250250104043"":4,""250092102003"":4}",20511.0,6022.946001831544,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,120.5,"{""<5"":0,""5-10"":8,""11-20"":7,""21-60"":47,""61-120"":73,""121-240"":100,"">240"":35}"
23n-222@62j-sjv-99f,5.0,2.0,"[1, 1, 0, 1, 1, 0, 1]","[0,0,0,0,0,0,0,1,1,1,1,1,2,3,4,4,3,1,1,1,0,0,0,0]",250173541004,{},{},,111.53603707095449,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,163.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":3,"">240"":1}"
243-222@62j-sj8-kvf,171.0,122.0,"[23, 28, 21, 24, 24, 27, 24]","[8,7,7,7,11,9,11,17,36,41,40,36,42,32,25,32,34,18,11,4,9,13,12,10]",250173502006,"{""250173501042"":6,""120970409021"":4,""250173564001"":4,""250173501041"":4,""250235081013"":4,""250173511001"":4,""250173155005"":4,""250173397002"":4,""250173398014"":4,""250173182002"":4,""250092081024"":4,""250173400001"":4,""250173514033"":4,""250092173001"":4,""250173683003"":4,""250173502003"":4,""250251604001"":4,""250173514042"":4,""250173371022"":4,""250173333002"":4,""250092105003"":4,""250173401006"":4,""250173391004"":4}","{""250251604001"":4,""250173371022"":4,""250173501044"":4,""250250006021"":4,""250173398014"":4,""250173155005"":4,""250173400003"":4,""250092084003"":4,""250173527003"":4,""250173510001"":4,""250251401022"":4,""250251702004"":4,""250173397002"":4,""250214042022"":4,""250092084004"":4,""250092173001"":4,""250250107011"":4,""250173502003"":4,""250173332002"":4,""250092083002"":4,""250173547001"":4,""250173501042"":4}",4041.0,3814.5324678266443,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,26.0,"{""<5"":6,""5-10"":59,""11-20"":17,""21-60"":27,""61-120"":22,""121-240"":12,"">240"":28}"
22r-222@62j-sjz-7yv,261.0,114.0,"[23, 27, 35, 23, 52, 53, 48]","[6,5,6,6,5,5,5,14,19,24,49,57,73,73,66,61,66,75,77,71,50,47,32,10]",250173509003,"{""250173671004"":4,""250173506001"":4,""250173584002"":4,""250173561003"":4,""250173501042"":4,""250173565002"":4,""340170029003"":4,""040135230053"":4,""250173401002"":4,""250250001002"":4,""360610139003"":4,""250173549002"":4,""250092084002"":4,""250250005021"":4,""250173504001"":4,""460990104051"":4,""460819661001"":4,""330110185021"":4,""250173744001"":4,""250173506003"":4,""250173398022"":4,""250173549003"":4}","{""060372170011"":6,""250173421024"":5,""250092084002"":4,""250250701016"":4,""250173501042"":4,""080370005021"":4,""170318034003"":4,""250173542003"":4,""250173507001"":4,""250173652021"":4,""250235052004"":4,""360593016001"":4,""250173524001"":4,""250173506001"":4,""460990104051"":4,""250173512043"":4,""250214035003"":4,""250173540002"":4,""250173549003"":4,""250277151001"":4,""250173398022"":4,""250173509001"":4}",7603.0,5822.181135103824,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,85.0,"{""<5"":0,""5-10"":21,""11-20"":12,""21-60"":68,""61-120"":58,""121-240"":51,"">240"":51}"
22r-224@62j-sjz-7yv,82.0,28.0,"[2, 5, 18, 13, 16, 13, 15]","[17,19,20,20,20,22,23,23,22,23,26,32,22,17,22,14,12,7,4,7,7,8,11,13]",250173509003,"{""250173535001"":4,""250173571003"":4,""361031225023"":4,""250214171001"":4}","{""360595182013"":4,""250173535001"":4,""250092105003"":4,""250250004011"":4,""250173392003"":4}",15058.0,1829.1910079636536,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,13.0,"{""<5"":3,""5-10"":33,""11-20"":11,""21-60"":4,""61-120"":2,""121-240"":2,"">240"":27}"
23f-223@62j-sjz-6hq,32.0,28.0,"[4, 3, 1, 0, 10, 12, 2]","[1,0,0,0,0,0,0,0,0,0,3,2,2,2,5,6,7,3,3,8,3,5,1,1]",250173509003,"{""250173507003"":6,""250173567023"":5,""250250008032"":4,""250250910014"":4,""250173506003"":4,""250173398022"":4,""250251004001"":4,""250173502001"":4,""250173336001"":4}","{""250173506002"":5,""250173506001"":4,""250250921012"":4}",4098.0,713.8306372541089,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,31.0,"{""<5"":1,""5-10"":7,""11-20"":3,""21-60"":16,""61-120"":4,""121-240"":1,"">240"":0}"
222-222@62j-sj3-4n5,380.0,133.0,"[55, 60, 54, 76, 83, 30, 22]","[13,14,11,6,4,26,66,84,96,106,113,110,116,107,95,76,70,49,40,37,62,58,46,48]",250173523001,"{""250173523001"":15,""250092651011"":6,""250173530004"":5,""330151031003"":4,""250173523002"":4,""250173384003"":4,""250173143013"":4,""250214161013"":4,""250173549002"":4,""250214203024"":4,""421298041001"":4,""250173416001"":4,""250056140002"":4,""040133197033"":4,""484391115493"":4,""440070001013"":4,""250173745002"":4,""250056507001"":4,""250173541002"":4,""250277365004"":4,""250173336005"":4,""250251801011"":4,""250173418001"":4}","{""250173523001"":6,""250092526012"":4,""330110171003"":4,""250173352005"":4,""250214203024"":4,""250173363007"":4,""250173882003"":4,""250173524002"":4,""250173311011"":4,""330170880002"":4,""250251801011"":4,""250173548002"":4,""250173523002"":4,""250173521022"":4,""250250817004"":4}",16292.0,8476.738817392543,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,86.0,"{""<5"":6,""5-10"":26,""11-20"":43,""21-60"":95,""61-120"":43,""121-240"":60,"">240"":107}"
23x-222@62j-sk3-c3q,65.0,42.0,"[4, 9, 5, 11, 13, 19, 4]","[6,6,7,7,6,6,7,10,10,12,18,18,16,17,16,15,18,8,10,7,13,12,7,6]",250173503001,"{""250250921012"":5,""250173155001"":4,""250092069002"":4,""250173512042"":4,""250092065002"":4,""250251706011"":4,""250173504003"":4,""250173502001"":4,""250277502003"":4,""250173513001"":4,""250173514032"":4,""250250804011"":4}","{""250173401002"":4,""440050401022"":4,""250250511011"":4,""250173503001"":4,""330150670003"":4,""250173396006"":4,""250277363002"":4,""250173512042"":4,""250173501041"":4}",7922.0,1449.9684819224087,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,51.0,"{""<5"":0,""5-10"":11,""11-20"":7,""21-60"":17,""61-120"":11,""121-240"":8,"">240"":11}"
zzw-222@62j-sj4-vj9,448.0,112.0,"[72, 0, 92, 80, 50, 32, 22]","[6,5,5,4,4,4,5,21,81,101,127,161,164,168,165,139,116,71,42,22,10,11,9,8]",250173531022,"{""250173531023"":8,""250173531022"":6,""250173531021"":6,""250056521003"":4,""250173532002"":4,""250173532001"":4,""530330201002"":4,""250173587002"":4,""250214044005"":4,""250173412001"":4,""250173425001"":4,""250173736001"":4,""330150035001"":4,""250092541001"":4,""440030209041"":4,""250173539003"":4,""250173521012"":4,""250250604004"":4,""250056133001"":4,""060730083103"":4,""250173521021"":4,""121030268041"":4,""250173531011"":4,""360870134021"":4,""250173423001"":4,""250056451012"":4}","{""250173531022"":8,""250173531023"":7,""330110029023"":5,""250173532002"":4,""120860095041"":4,""250173533001"":4,""121150006022"":4,""250173392002"":4,""250173521021"":4,""250173505002"":4,""250056451012"":4,""250250504002"":4,""131210097001"":4,""250173531021"":4,""530610519281"":4,""250173423001"":4,""250173532001"":4,""250173732003"":4,""490439644012"":4,""250250401001"":4,""340230063005"":4}",8112.0,9993.628921557525,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,89.5,"{""<5"":6,""5-10"":45,""11-20"":38,""21-60"":76,""61-120"":89,""121-240"":122,"">240"":72}"
zzw-224@62j-sj2-b49,126.0,93.0,"[15, 18, 22, 16, 19, 20, 16]","[20,15,11,13,15,11,10,9,10,14,17,22,22,19,20,27,26,10,4,3,23,31,27,30]",250173531022,"{""250173531021"":14,""250173531023"":11,""250173531022"":9,""250250101043"":4,""250235251011"":4,""250250101033"":4,""250250106001"":4,""250173531011"":4,""250251101031"":4,""250251404005"":4,""250250907004"":4,""250173532001"":4,""250173521021"":4,""250173418005"":4,""250214044005"":4}","{""250173531021"":17,""250173531022"":16,""250173531023"":11,""484530017422"":9,""250173418005"":6,""250214044005"":5,""250251404005"":4,""250251101031"":4,""250173415002"":4,""250138016014"":4,""340210042014"":4,""250173385004"":4,""250173531012"":4,""250250101033"":4,""250173531011"":4}",895.0,2810.708134188053,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,21.0,"{""<5"":5,""5-10"":32,""11-20"":25,""21-60"":9,""61-120"":2,""121-240"":26,"">240"":27}"
248-223@62j-sjv-b6k,540.0,299.0,"[63, 81, 70, 81, 3, 68, 74]","[12,5,7,1,0,0,0,6,38,84,106,123,131,147,158,170,135,98,52,42,43,40,13,12]",250173537004,"{""250173537003"":45,""250173539003"":43,""250173539001"":27,""250173540002"":20,""250250008031"":8,""250173537004"":8,""250173537005"":6,""250173162012"":5,""090093614012"":4,""250173744004"":4,""360610125001"":4,""250214007003"":4,""340130229002"":4,""250250104051"":4,""250173539002"":4,""250214009001"":4,""480850306013"":4,""090010351002"":4,""330110003003"":4,""250173691002"":4,""250214008003"":4,""250173545003"":4,""250173537002"":4,""250173511004"":4,""250173531023"":4,""090034941004"":4,""250173529002"":4,""250173684002"":4,""250173545002"":4,""360610114022"":4,""360610095001"":4,""250250007042"":4,""250092544011"":4,""250173524002"":4,""250235451003"":4,""250251401062"":4,""360550141031"":4,""250250104043"":4,""250173531022"":4,""250250103002"":4,""250173511005"":4,""120860090102"":4,""250173509001"":4}","{""250173537003"":46,""250173539003"":36,""250173539001"":26,""250173540002"":20,""250173537005"":10,""250250008031"":7,""250173537004"":5,""360610201011"":5,""250173586004"":4,""340170070002"":4,""250214163001"":4,""250092609003"":4,""484910201121"":4,""250173536005"":4,""340130229002"":4,""250173539002"":4,""250173684002"":4,""250173549003"":4,""250173672001"":4,""480291914063"":4,""250250909012"":4,""250173512032"":4,""481130142062"":4,""360610125001"":4,""261251345002"":4,""060650420132"":4,""250173511004"":4,""250250008024"":4,""360270300004"":4,""250173529002"":4,""250173545002"":4,""250250103002"":4,""250277581024"":4,""301110014021"":4,""090093614012"":4,""250173547001"":4}",1054.0,12045.892003663088,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,46.5,"{""<5"":4,""5-10"":49,""11-20"":77,""21-60"":177,""61-120"":112,""121-240"":64,"">240"":57}"
zzy-222@62j-sj8-3h5,6.0,1.0,"[1, 1, 0, 2, 2, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,1,0,0,0,0,0,0]",250173501043,{},"{""250250904003"":4}",,133.84324448514542,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,24.0,"{""<5"":0,""5-10"":0,""11-20"":2,""21-60"":4,""61-120"":0,""121-240"":0,"">240"":0}"
